"undefined""P1""",0.03889991053020578,1,0.011458136074669096
P0,0.2671564534980798,8,0.09166508859735277
P2,0.07776956876774117,2,0.022916272149338193
P3,0.07830240388379923,2,0.022916272149338193
P4,0.19437101539418442,5,0.05729068037334548
P5,0.15542430836182777,4,0.045832544298676385
P7,0.03914200720212933,1,0.011458136074669096
P6,0.03913587977457733,1,0.011458136074669096
P9,0.07772121400536276,2,0.022916272149338193
P8,0.03926187671770711,1,0.011458136074669096
P10,0.03913741145160659,1,0.011458136074669096
P11,0.2002737074001135,6,0.06874881644801457
P15,0.033367813407187426,1,0.011458136074669096
P14,0.258975106017934,8,0.09074894662024575
P13,0.30033036339973973,9,0.10312322467202187
P12,0.07765482430596,2,0.022916272149338193
P16,0.2335279399499583,7,0.08020695252268366
P17,0.1334311828674361,4,0.045832544298676385
P18,0.10006337346986426,3,0.03437440822400729
P19,0.19398642095053345,5,0.05729068037334548
P20,0.07821666014861164,2,0.022916272149338193
P21,0.03923722828219414,1,0.011458136074669096
P22,0.039238767902687856,1,0.011458136074669096
P23,0.03910680067263697,1,0.011458136074669096
P24,0.07821666014861164,2,0.022916272149338193
P25,0.07815552950371239,2,0.022916272149338193
P26,0.0392187622558632,1,0.011458136074669096
P27,0.23261223540358222,6,0.06874881644801457
P28,0.078125,2,0.022916272149338193
P29,0.2710971689709926,7,0.08020695252268366
P30,0.039077764751856196,1,0.011458136074669096
P31,0.07815858376646215,2,0.022916272149338193
P33,0.0781677479871805,2,0.022916272149338193
P32,0.03920953575909661,1,0.011458136074669096
P34,0.07809144508219125,2,0.022916272149338193
P35,0.03918495297805643,1,0.011458136074669096
P36,0.03918495297805643,1,0.011458136074669096
P37,0.07833920877399138,2,0.022916272149338193
P38,0.03918495297805643,1,0.011458136074669096
P43,0.03917881209841718,1,0.011458136074669096